video_id,token_idx,start,end,labels,labels_idx,split
-cOKtj7xFTc,6,6.0,7.0,['banjo'],[4],train
-cOKtj7xFTc,7,7.0,8.0,['banjo'],[4],train
-cOKtj7xFTc,8,8.0,9.0,['banjo'],[4],train
-cOKtj7xFTc,9,9.0,10.0,['banjo'],[4],train
-cRjlU1MFnc,0,0.0,1.0,"['baby cry, infant cry']",[2],train
-cRjlU1MFnc,1,1.0,2.0,"['baby cry, infant cry']",[2],train
-cRjlU1MFnc,2,2.0,3.0,"['baby cry, infant cry']",[2],train
-cRjlU1MFnc,3,3.0,4.0,"['baby cry, infant cry']",[2],train
-cRjlU1MFnc,4,4.0,5.0,"['baby cry, infant cry']",[2],train
-cRjlU1MFnc,5,5.0,6.0,['background'],[3],train
-cRjlU1MFnc,6,6.0,7.0,['background'],[3],train
-cRjlU1MFnc,7,7.0,8.0,['background'],[3],train
-cRjlU1MFnc,8,8.0,9.0,['background'],[3],train
-cRjlU1MFnc,9,9.0,10.0,['background'],[3],train
-cVZQDn6PNQ,0,0.0,1.0,"['female speech, woman speaking']",[11],train
-cVZQDn6PNQ,1,1.0,2.0,"['female speech, woman speaking']",[11],train
-cVZQDn6PNQ,2,2.0,3.0,"['female speech, woman speaking']",[11],train
-cVZQDn6PNQ,3,3.0,4.0,"['female speech, woman speaking']",[11],train
-cVZQDn6PNQ,4,4.0,5.0,"['female speech, woman speaking']",[11],train
-cVZQDn6PNQ,5,5.0,6.0,"['female speech, woman speaking']",[11],train
-cVZQDn6PNQ,6,6.0,7.0,"['female speech, woman speaking']",[11],train
-cVZQDn6PNQ,7,7.0,8.0,"['female speech, woman speaking']",[11],train
-cVZQDn6PNQ,8,8.0,9.0,"['female speech, woman speaking']",[11],train
-cVZQDn6PNQ,9,9.0,10.0,"['female speech, woman speaking']",[11],train
-ccciEuH9FE,0,0.0,1.0,['background'],[3],train
-ccciEuH9FE,1,1.0,2.0,['background'],[3],train
-ccciEuH9FE,2,2.0,3.0,['background'],[3],train
-ccciEuH9FE,3,3.0,4.0,['background'],[3],train
-ccciEuH9FE,4,4.0,5.0,['background'],[3],train
-ccciEuH9FE,5,5.0,6.0,"['female speech, woman speaking', 'male speech, man speaking']","[11, 18]",train
-ccciEuH9FE,6,6.0,7.0,"['female speech, woman speaking', 'male speech, man speaking']","[11, 18]",train
-ccciEuH9FE,7,7.0,8.0,"['female speech, woman speaking', 'male speech, man speaking']","[11, 18]",train
-ccciEuH9FE,8,8.0,9.0,"['female speech, woman speaking', 'male speech, man speaking']","[11, 18]",train
-ccciEuH9FE,9,9.0,10.0,"['female speech, woman speaking', 'male speech, man speaking']","[11, 18]",train
-cdWYt1nhWE,0,0.0,1.0,['banjo'],[4],train
-cdWYt1nhWE,1,1.0,2.0,['banjo'],[4],train
-cdWYt1nhWE,2,2.0,3.0,['banjo'],[4],train
-cdWYt1nhWE,3,3.0,4.0,['banjo'],[4],train
-cdWYt1nhWE,4,4.0,5.0,['banjo'],[4],train
-cdWYt1nhWE,5,5.0,6.0,['banjo'],[4],train
-cdWYt1nhWE,6,6.0,7.0,['banjo'],[4],train
-cdWYt1nhWE,7,7.0,8.0,['banjo'],[4],train
-cdWYt1nhWE,8,8.0,9.0,['banjo'],[4],train
-cdWYt1nhWE,9,9.0,10.0,['banjo'],[4],train
-clJ2RMp3-0,0,0.0,1.0,['truck'],[26],train
-clJ2RMp3-0,1,1.0,2.0,['truck'],[26],train
-clJ2RMp3-0,2,2.0,3.0,['truck'],[26],train
-clJ2RMp3-0,3,3.0,4.0,['truck'],[26],train
-clJ2RMp3-0,4,4.0,5.0,['truck'],[26],train
-clJ2RMp3-0,5,5.0,6.0,['truck'],[26],train
-clJ2RMp3-0,6,6.0,7.0,['truck'],[26],train
-clJ2RMp3-0,7,7.0,8.0,['truck'],[26],train
-clJ2RMp3-0,8,8.0,9.0,['truck'],[26],train
-clJ2RMp3-0,9,9.0,10.0,['truck'],[26],train
-coawlxgw6o,0,0.0,1.0,['truck'],[26],train
-coawlxgw6o,1,1.0,2.0,['truck'],[26],train
-coawlxgw6o,2,2.0,3.0,['background'],[3],train
-coawlxgw6o,3,3.0,4.0,['background'],[3],train
-coawlxgw6o,4,4.0,5.0,['background'],[3],train
-coawlxgw6o,5,5.0,6.0,['background'],[3],train
-coawlxgw6o,6,6.0,7.0,['background'],[3],train
-coawlxgw6o,7,7.0,8.0,['background'],[3],train
-coawlxgw6o,8,8.0,9.0,['background'],[3],train
-coawlxgw6o,9,9.0,10.0,['background'],[3],train
-cqIEy6nTOc,0,0.0,1.0,['truck'],[26],train
-cqIEy6nTOc,1,1.0,2.0,['truck'],[26],train
-cqIEy6nTOc,2,2.0,3.0,['truck'],[26],train
-cqIEy6nTOc,3,3.0,4.0,['truck'],[26],train
-cqIEy6nTOc,4,4.0,5.0,['truck'],[26],train
-cqIEy6nTOc,5,5.0,6.0,['truck'],[26],train
-cqIEy6nTOc,6,6.0,7.0,['truck'],[26],train
-cqIEy6nTOc,7,7.0,8.0,['truck'],[26],train
-cqIEy6nTOc,8,8.0,9.0,['truck'],[26],train
-cqIEy6nTOc,9,9.0,10.0,['truck'],[26],train
-csuF-U56nQ,0,0.0,1.0,['background'],[3],train
-csuF-U56nQ,1,1.0,2.0,['background'],[3],train
-csuF-U56nQ,2,2.0,3.0,['background'],[3],train
-csuF-U56nQ,3,3.0,4.0,['background'],[3],train
-csuF-U56nQ,4,4.0,5.0,['background'],[3],train
-csuF-U56nQ,5,5.0,6.0,['background'],[3],train
-csuF-U56nQ,6,6.0,7.0,['background'],[3],train
-csuF-U56nQ,7,7.0,8.0,['background'],[3],train
-csuF-U56nQ,8,8.0,9.0,"['female speech, woman speaking']",[11],train
-csuF-U56nQ,9,9.0,10.0,"['female speech, woman speaking']",[11],train
-cuoF4rgpvU,0,0.0,1.0,['truck'],[26],train
-cuoF4rgpvU,1,1.0,2.0,['truck'],[26],train
-cuoF4rgpvU,2,2.0,3.0,['truck'],[26],train
-cuoF4rgpvU,3,3.0,4.0,['truck'],[26],train
-cuoF4rgpvU,4,4.0,5.0,['truck'],[26],train
-cuoF4rgpvU,5,5.0,6.0,['truck'],[26],train
-cuoF4rgpvU,6,6.0,7.0,['truck'],[26],train
-cuoF4rgpvU,7,7.0,8.0,['truck'],[26],train
-cuoF4rgpvU,8,8.0,9.0,['truck'],[26],train
-cuoF4rgpvU,9,9.0,10.0,['truck'],[26],train
-d11gZAN7lE,0,0.0,1.0,['mandolin'],[19],train
-d11gZAN7lE,1,1.0,2.0,['mandolin'],[19],train
-d11gZAN7lE,2,2.0,3.0,['mandolin'],[19],train
-d11gZAN7lE,3,3.0,4.0,['mandolin'],[19],train
-d11gZAN7lE,4,4.0,5.0,['mandolin'],[19],train
-d11gZAN7lE,5,5.0,6.0,['mandolin'],[19],train
-d11gZAN7lE,6,6.0,7.0,['mandolin'],[19],train
-d11gZAN7lE,7,7.0,8.0,['mandolin'],[19],train
-d11gZAN7lE,8,8.0,9.0,['mandolin'],[19],train
-d11gZAN7lE,9,9.0,10.0,['mandolin'],[19],train
-d2YaOC6giw,0,0.0,1.0,"['female speech, woman speaking']",[11],train
-d2YaOC6giw,1,1.0,2.0,"['female speech, woman speaking']",[11],train
-d2YaOC6giw,2,2.0,3.0,"['female speech, woman speaking']",[11],train
-d2YaOC6giw,3,3.0,4.0,"['female speech, woman speaking']",[11],train
-d2YaOC6giw,4,4.0,5.0,"['female speech, woman speaking']",[11],train
-d2YaOC6giw,5,5.0,6.0,['background'],[3],train
-d2YaOC6giw,6,6.0,7.0,['background'],[3],train
-d2YaOC6giw,7,7.0,8.0,['background'],[3],train
-d2YaOC6giw,8,8.0,9.0,['background'],[3],train
-d2YaOC6giw,9,9.0,10.0,['background'],[3],train
-d7973HHglI,0,0.0,1.0,['truck'],[26],train
-d7973HHglI,1,1.0,2.0,['truck'],[26],train
-d7973HHglI,2,2.0,3.0,['truck'],[26],train
-d7973HHglI,3,3.0,4.0,['truck'],[26],train
-d7973HHglI,4,4.0,5.0,['truck'],[26],train
-d7973HHglI,5,5.0,6.0,['truck'],[26],train
-d7973HHglI,6,6.0,7.0,['truck'],[26],train
-d7973HHglI,7,7.0,8.0,['truck'],[26],train
-d7973HHglI,8,8.0,9.0,['truck'],[26],train
-d7973HHglI,9,9.0,10.0,['truck'],[26],train
-d7tBjntkW8,0,0.0,1.0,"['baby cry, infant cry']",[2],train
-d7tBjntkW8,1,1.0,2.0,"['baby cry, infant cry']",[2],train
-d7tBjntkW8,2,2.0,3.0,"['baby cry, infant cry']",[2],train
-d7tBjntkW8,3,3.0,4.0,['background'],[3],train
-d7tBjntkW8,4,4.0,5.0,['background'],[3],train
-d7tBjntkW8,5,5.0,6.0,['background'],[3],train
-d7tBjntkW8,6,6.0,7.0,['background'],[3],train
-d7tBjntkW8,7,7.0,8.0,['background'],[3],train
-d7tBjntkW8,8,8.0,9.0,['background'],[3],train
-d7tBjntkW8,9,9.0,10.0,['background'],[3],train
-d8Q6gOeHws,0,0.0,1.0,['background'],[3],train
-d8Q6gOeHws,1,1.0,2.0,"['violin, fiddle']",[28],train
-d8Q6gOeHws,2,2.0,3.0,"['violin, fiddle']",[28],train
-d8Q6gOeHws,3,3.0,4.0,"['violin, fiddle']",[28],train
-d8Q6gOeHws,4,4.0,5.0,"['violin, fiddle']",[28],train
-d8Q6gOeHws,5,5.0,6.0,"['violin, fiddle']",[28],train
-d8Q6gOeHws,6,6.0,7.0,"['violin, fiddle']",[28],train
-d8Q6gOeHws,7,7.0,8.0,"['violin, fiddle']",[28],train
-d8Q6gOeHws,8,8.0,9.0,"['violin, fiddle']",[28],train
-d8Q6gOeHws,9,9.0,10.0,"['violin, fiddle']",[28],train
-dKiaWqUJf0,0,0.0,1.0,['flute'],[13],train
-dKiaWqUJf0,1,1.0,2.0,['flute'],[13],train
-dKiaWqUJf0,2,2.0,3.0,['flute'],[13],train
-dKiaWqUJf0,3,3.0,4.0,['flute'],[13],train
-dKiaWqUJf0,4,4.0,5.0,['flute'],[13],train
-dKiaWqUJf0,5,5.0,6.0,['flute'],[13],train
-dKiaWqUJf0,6,6.0,7.0,['flute'],[13],train
-dKiaWqUJf0,7,7.0,8.0,['flute'],[13],train
-dKiaWqUJf0,8,8.0,9.0,['flute'],[13],train
-dKiaWqUJf0,9,9.0,10.0,['flute'],[13],train
-dX5RtfumBA,0,0.0,1.0,['background'],[3],train
-dX5RtfumBA,1,1.0,2.0,['background'],[3],train
-dX5RtfumBA,2,2.0,3.0,['background'],[3],train
-dX5RtfumBA,3,3.0,4.0,['background'],[3],train
-dX5RtfumBA,4,4.0,5.0,['background'],[3],train
-dX5RtfumBA,5,5.0,6.0,['background'],[3],train
-dX5RtfumBA,6,6.0,7.0,['toilet flush'],[24],train
-dX5RtfumBA,7,7.0,8.0,['toilet flush'],[24],train
-dX5RtfumBA,8,8.0,9.0,['toilet flush'],[24],train
-dX5RtfumBA,9,9.0,10.0,['toilet flush'],[24],train
-d_sRt95HmY,0,0.0,1.0,"['violin, fiddle']",[28],train
-d_sRt95HmY,1,1.0,2.0,"['violin, fiddle']",[28],train
-d_sRt95HmY,2,2.0,3.0,"['violin, fiddle']",[28],train
-d_sRt95HmY,3,3.0,4.0,"['violin, fiddle']",[28],train
-d_sRt95HmY,4,4.0,5.0,"['violin, fiddle']",[28],train
-d_sRt95HmY,5,5.0,6.0,"['violin, fiddle']",[28],train
-d_sRt95HmY,6,6.0,7.0,"['violin, fiddle']",[28],train
-d_sRt95HmY,7,7.0,8.0,"['violin, fiddle']",[28],train
-d_sRt95HmY,8,8.0,9.0,"['violin, fiddle']",[28],train
-d_sRt95HmY,9,9.0,10.0,"['violin, fiddle']",[28],train
-dqRTbErvlU,0,0.0,1.0,['background'],[3],train
-dqRTbErvlU,1,1.0,2.0,['background'],[3],train
-dqRTbErvlU,2,2.0,3.0,['background'],[3],train
-dqRTbErvlU,3,3.0,4.0,['background'],[3],train
-dqRTbErvlU,4,4.0,5.0,['background'],[3],train
-dqRTbErvlU,5,5.0,6.0,['background'],[3],train
-dqRTbErvlU,6,6.0,7.0,['background'],[3],train
-dqRTbErvlU,7,7.0,8.0,"['male speech, man speaking']",[18],train
-dqRTbErvlU,8,8.0,9.0,"['male speech, man speaking']",[18],train
-dqRTbErvlU,9,9.0,10.0,"['male speech, man speaking']",[18],train
-e-68LOpw8k,0,0.0,1.0,['accordion'],[0],train
-e-68LOpw8k,1,1.0,2.0,['accordion'],[0],train
-e-68LOpw8k,2,2.0,3.0,['accordion'],[0],train
-e-68LOpw8k,3,3.0,4.0,['accordion'],[0],train
-e-68LOpw8k,4,4.0,5.0,['accordion'],[0],train
-e-68LOpw8k,5,5.0,6.0,['accordion'],[0],train
-e-68LOpw8k,6,6.0,7.0,['accordion'],[0],train
-e-68LOpw8k,7,7.0,8.0,['accordion'],[0],train
-e-68LOpw8k,8,8.0,9.0,['accordion'],[0],train
-e-68LOpw8k,9,9.0,10.0,['accordion'],[0],train
-e-ZVr_GYO4,0,0.0,1.0,['flute'],[13],train
-e-ZVr_GYO4,1,1.0,2.0,['flute'],[13],train
-e-ZVr_GYO4,2,2.0,3.0,['flute'],[13],train
-e-ZVr_GYO4,3,3.0,4.0,['flute'],[13],train
-e-ZVr_GYO4,4,4.0,5.0,['flute'],[13],train
-e-ZVr_GYO4,5,5.0,6.0,['flute'],[13],train
-e-ZVr_GYO4,6,6.0,7.0,['flute'],[13],train
-e-ZVr_GYO4,7,7.0,8.0,['flute'],[13],train
-e-ZVr_GYO4,8,8.0,9.0,['flute'],[13],train
-e-ZVr_GYO4,9,9.0,10.0,['flute'],[13],train
-e5vRcXkOVg,0,0.0,1.0,['ukulele'],[27],train
-e5vRcXkOVg,1,1.0,2.0,['ukulele'],[27],train
-e5vRcXkOVg,2,2.0,3.0,['ukulele'],[27],train
-e5vRcXkOVg,3,3.0,4.0,['ukulele'],[27],train
-e5vRcXkOVg,4,4.0,5.0,['ukulele'],[27],train
-e5vRcXkOVg,5,5.0,6.0,['ukulele'],[27],train
-e5vRcXkOVg,6,6.0,7.0,['ukulele'],[27],train
-e5vRcXkOVg,7,7.0,8.0,['ukulele'],[27],train
-e5vRcXkOVg,8,8.0,9.0,['ukulele'],[27],train
-e5vRcXkOVg,9,9.0,10.0,['ukulele'],[27],train
-e96lkRatLc,0,0.0,1.0,"['violin, fiddle']",[28],train
-e96lkRatLc,1,1.0,2.0,"['violin, fiddle']",[28],train
-e96lkRatLc,2,2.0,3.0,"['violin, fiddle']",[28],train
-e96lkRatLc,3,3.0,4.0,"['violin, fiddle']",[28],train
-e96lkRatLc,4,4.0,5.0,"['violin, fiddle']",[28],train
-e96lkRatLc,5,5.0,6.0,"['violin, fiddle']",[28],train
-e96lkRatLc,6,6.0,7.0,"['violin, fiddle']",[28],train
-e96lkRatLc,7,7.0,8.0,"['violin, fiddle']",[28],train
-e96lkRatLc,8,8.0,9.0,"['violin, fiddle']",[28],train
-e96lkRatLc,9,9.0,10.0,"['violin, fiddle']",[28],train
-eF_bRS5kP0,0,0.0,1.0,['background'],[3],train
-eF_bRS5kP0,1,1.0,2.0,['background'],[3],train
-eF_bRS5kP0,2,2.0,3.0,"['male speech, man speaking']",[18],train
-eF_bRS5kP0,3,3.0,4.0,"['male speech, man speaking']",[18],train
-eF_bRS5kP0,4,4.0,5.0,"['male speech, man speaking']",[18],train
-eF_bRS5kP0,5,5.0,6.0,"['male speech, man speaking']",[18],train
-eF_bRS5kP0,6,6.0,7.0,"['male speech, man speaking']",[18],train
-eF_bRS5kP0,7,7.0,8.0,"['male speech, man speaking']",[18],train
-eF_bRS5kP0,8,8.0,9.0,"['male speech, man speaking']",[18],train
-eF_bRS5kP0,9,9.0,10.0,"['male speech, man speaking']",[18],train
-eG-t98SF38,0,0.0,1.0,['truck'],[26],train
-eG-t98SF38,1,1.0,2.0,['truck'],[26],train
-eG-t98SF38,2,2.0,3.0,['truck'],[26],train
-eG-t98SF38,3,3.0,4.0,['truck'],[26],train
-eG-t98SF38,4,4.0,5.0,['truck'],[26],train
-eG-t98SF38,5,5.0,6.0,['truck'],[26],train
-eG-t98SF38,6,6.0,7.0,['truck'],[26],train
-eG-t98SF38,7,7.0,8.0,['truck'],[26],train
-eG-t98SF38,8,8.0,9.0,['truck'],[26],train
-eG-t98SF38,9,9.0,10.0,['truck'],[26],train
-eO7J5kuaUg,0,0.0,1.0,['motorcycle'],[20],test
-eO7J5kuaUg,1,1.0,2.0,['motorcycle'],[20],test
-eO7J5kuaUg,2,2.0,3.0,['motorcycle'],[20],test
-eO7J5kuaUg,3,3.0,4.0,['motorcycle'],[20],test
-eO7J5kuaUg,4,4.0,5.0,['motorcycle'],[20],test
-eO7J5kuaUg,5,5.0,6.0,['motorcycle'],[20],test
-eO7J5kuaUg,6,6.0,7.0,['motorcycle'],[20],test
-eO7J5kuaUg,7,7.0,8.0,['motorcycle'],[20],test
-eO7J5kuaUg,8,8.0,9.0,['motorcycle'],[20],test
-eO7J5kuaUg,9,9.0,10.0,['motorcycle'],[20],test
-eV9hw6kPRU,0,0.0,1.0,['chainsaw'],[8],train
-eV9hw6kPRU,1,1.0,2.0,['chainsaw'],[8],train
-eV9hw6kPRU,2,2.0,3.0,['chainsaw'],[8],train
-eV9hw6kPRU,3,3.0,4.0,['chainsaw'],[8],train
-eV9hw6kPRU,4,4.0,5.0,['chainsaw'],[8],train
-eV9hw6kPRU,5,5.0,6.0,['chainsaw'],[8],train
-eV9hw6kPRU,6,6.0,7.0,['chainsaw'],[8],train
-eV9hw6kPRU,7,7.0,8.0,['chainsaw'],[8],train
-eV9hw6kPRU,8,8.0,9.0,['chainsaw'],[8],train
-eV9hw6kPRU,9,9.0,10.0,['chainsaw'],[8],train
-eVdi8PdMh4,0,0.0,1.0,['train horn'],[25],train
-eVdi8PdMh4,1,1.0,2.0,['train horn'],[25],train
-eVdi8PdMh4,2,2.0,3.0,['train horn'],[25],train
-eVdi8PdMh4,3,3.0,4.0,['train horn'],[25],train
-eVdi8PdMh4,4,4.0,5.0,['train horn'],[25],train
-eVdi8PdMh4,5,5.0,6.0,['train horn'],[25],train
-eVdi8PdMh4,6,6.0,7.0,['train horn'],[25],train
-eVdi8PdMh4,7,7.0,8.0,['train horn'],[25],train
-eVdi8PdMh4,8,8.0,9.0,['train horn'],[25],train
-eVdi8PdMh4,9,9.0,10.0,['train horn'],[25],train
-egjyoLyd9M,0,0.0,1.0,['background'],[3],train
-egjyoLyd9M,1,1.0,2.0,['background'],[3],train
-egjyoLyd9M,2,2.0,3.0,"['rodents, rats, mice']",[22],train
-egjyoLyd9M,3,3.0,4.0,"['rodents, rats, mice']",[22],train
-egjyoLyd9M,4,4.0,5.0,"['rodents, rats, mice']",[22],train
-egjyoLyd9M,5,5.0,6.0,"['rodents, rats, mice']",[22],train
-egjyoLyd9M,6,6.0,7.0,"['rodents, rats, mice']",[22],train
-egjyoLyd9M,7,7.0,8.0,['background'],[3],train
-egjyoLyd9M,8,8.0,9.0,['background'],[3],train
-egjyoLyd9M,9,9.0,10.0,['background'],[3],train
-elLA6vzAig,0,0.0,1.0,"['female speech, woman speaking']",[11],train
-elLA6vzAig,1,1.0,2.0,"['female speech, woman speaking']",[11],train
-elLA6vzAig,2,2.0,3.0,"['female speech, woman speaking']",[11],train
-elLA6vzAig,3,3.0,4.0,"['female speech, woman speaking']",[11],train
-elLA6vzAig,4,4.0,5.0,"['female speech, woman speaking']",[11],train
-elLA6vzAig,5,5.0,6.0,"['female speech, woman speaking']",[11],train
-elLA6vzAig,6,6.0,7.0,"['female speech, woman speaking']",[11],train
-elLA6vzAig,7,7.0,8.0,"['female speech, woman speaking']",[11],train
-elLA6vzAig,8,8.0,9.0,"['female speech, woman speaking']",[11],train
-elLA6vzAig,9,9.0,10.0,"['female speech, woman speaking']",[11],train
-en7GAdXAQk,0,0.0,1.0,"['male speech, man speaking']",[18],test
-en7GAdXAQk,1,1.0,2.0,"['male speech, man speaking']",[18],test
-en7GAdXAQk,2,2.0,3.0,"['male speech, man speaking']",[18],test
-en7GAdXAQk,3,3.0,4.0,"['male speech, man speaking']",[18],test
-en7GAdXAQk,4,4.0,5.0,"['male speech, man speaking']",[18],test
-en7GAdXAQk,5,5.0,6.0,"['male speech, man speaking']",[18],test
-en7GAdXAQk,6,6.0,7.0,"['male speech, man speaking']",[18],test
-en7GAdXAQk,7,7.0,8.0,"['male speech, man speaking']",[18],test
-en7GAdXAQk,8,8.0,9.0,['background'],[3],test
-en7GAdXAQk,9,9.0,10.0,['background'],[3],test
-enC8sDhRiE,0,0.0,1.0,"['violin, fiddle']",[28],train
-enC8sDhRiE,1,1.0,2.0,"['violin, fiddle']",[28],train
-enC8sDhRiE,2,2.0,3.0,"['violin, fiddle']",[28],train
-enC8sDhRiE,3,3.0,4.0,"['violin, fiddle']",[28],train
-enC8sDhRiE,4,4.0,5.0,"['violin, fiddle']",[28],train
-enC8sDhRiE,5,5.0,6.0,"['violin, fiddle']",[28],train
-enC8sDhRiE,6,6.0,7.0,"['violin, fiddle']",[28],train
-enC8sDhRiE,7,7.0,8.0,"['violin, fiddle']",[28],train
-enC8sDhRiE,8,8.0,9.0,"['violin, fiddle']",[28],train
-enC8sDhRiE,9,9.0,10.0,"['violin, fiddle']",[28],train
-ezSL_ZuEg0,0,0.0,1.0,"['violin, fiddle']",[28],train
-ezSL_ZuEg0,1,1.0,2.0,"['violin, fiddle']",[28],train
-ezSL_ZuEg0,2,2.0,3.0,"['violin, fiddle']",[28],train
-ezSL_ZuEg0,3,3.0,4.0,"['violin, fiddle']",[28],train
-ezSL_ZuEg0,4,4.0,5.0,"['violin, fiddle']",[28],train
-ezSL_ZuEg0,5,5.0,6.0,"['violin, fiddle']",[28],train
-ezSL_ZuEg0,6,6.0,7.0,"['violin, fiddle']",[28],train
-ezSL_ZuEg0,7,7.0,8.0,"['violin, fiddle']",[28],train
-ezSL_ZuEg0,8,8.0,9.0,"['violin, fiddle']",[28],train
-ezSL_ZuEg0,9,9.0,10.0,"['violin, fiddle']",[28],train
-eztaN83LCY,0,0.0,1.0,['background'],[3],train
-eztaN83LCY,1,1.0,2.0,['background'],[3],train
-eztaN83LCY,2,2.0,3.0,['background'],[3],train
-eztaN83LCY,3,3.0,4.0,['background'],[3],train
-eztaN83LCY,4,4.0,5.0,['background'],[3],train
-eztaN83LCY,5,5.0,6.0,['chainsaw'],[8],train
-eztaN83LCY,6,6.0,7.0,['chainsaw'],[8],train
-eztaN83LCY,7,7.0,8.0,['chainsaw'],[8],train
-eztaN83LCY,8,8.0,9.0,['chainsaw'],[8],train
-eztaN83LCY,9,9.0,10.0,['chainsaw'],[8],train
-f84OxDzI54,0,0.0,1.0,"['race car, auto racing']",[21],train
-f84OxDzI54,1,1.0,2.0,"['race car, auto racing']",[21],train
-f84OxDzI54,2,2.0,3.0,"['race car, auto racing']",[21],train
-f84OxDzI54,3,3.0,4.0,"['race car, auto racing']",[21],train
-f84OxDzI54,4,4.0,5.0,"['race car, auto racing']",[21],train
-f84OxDzI54,5,5.0,6.0,"['race car, auto racing']",[21],train
-f84OxDzI54,6,6.0,7.0,"['race car, auto racing']",[21],train
-f84OxDzI54,7,7.0,8.0,"['race car, auto racing']",[21],train
-f84OxDzI54,8,8.0,9.0,"['race car, auto racing']",[21],train
-f84OxDzI54,9,9.0,10.0,"['race car, auto racing']",[21],train
-fC8_UodWjA,0,0.0,1.0,['background'],[3],train
-fC8_UodWjA,1,1.0,2.0,['background'],[3],train
-fC8_UodWjA,2,2.0,3.0,['background'],[3],train
-fC8_UodWjA,3,3.0,4.0,['background'],[3],train
-fC8_UodWjA,4,4.0,5.0,['background'],[3],train
-fC8_UodWjA,5,5.0,6.0,['background'],[3],train
-fC8_UodWjA,6,6.0,7.0,['background'],[3],train
-fC8_UodWjA,7,7.0,8.0,['toilet flush'],[24],train
-fC8_UodWjA,8,8.0,9.0,['toilet flush'],[24],train
-fC8_UodWjA,9,9.0,10.0,['toilet flush'],[24],train
-fDaqzmmgDU,0,0.0,1.0,['truck'],[26],train
-fDaqzmmgDU,1,1.0,2.0,['truck'],[26],train
-fDaqzmmgDU,2,2.0,3.0,['truck'],[26],train
-fDaqzmmgDU,3,3.0,4.0,['truck'],[26],train
-fDaqzmmgDU,4,4.0,5.0,['truck'],[26],train
-fDaqzmmgDU,5,5.0,6.0,['truck'],[26],train
-fDaqzmmgDU,6,6.0,7.0,['truck'],[26],train
-fDaqzmmgDU,7,7.0,8.0,['truck'],[26],train
-fDaqzmmgDU,8,8.0,9.0,['truck'],[26],train
-fDaqzmmgDU,9,9.0,10.0,['truck'],[26],train
-fG650UdJ3U,0,0.0,1.0,['background'],[3],train
-fG650UdJ3U,1,1.0,2.0,['background'],[3],train
-fG650UdJ3U,2,2.0,3.0,['background'],[3],train
-fG650UdJ3U,3,3.0,4.0,['background'],[3],train
-fG650UdJ3U,4,4.0,5.0,['background'],[3],train
-fG650UdJ3U,5,5.0,6.0,['background'],[3],train
-fG650UdJ3U,6,6.0,7.0,['background'],[3],train
-fG650UdJ3U,7,7.0,8.0,['background'],[3],train
-fG650UdJ3U,8,8.0,9.0,['truck'],[26],train
-fG650UdJ3U,9,9.0,10.0,['truck'],[26],train
-fJyZgz9uvc,0,0.0,1.0,['banjo'],[4],test
-fJyZgz9uvc,1,1.0,2.0,['banjo'],[4],test
-fJyZgz9uvc,2,2.0,3.0,['banjo'],[4],test
-fJyZgz9uvc,3,3.0,4.0,['banjo'],[4],test
-fJyZgz9uvc,4,4.0,5.0,['banjo'],[4],test
-fJyZgz9uvc,5,5.0,6.0,['banjo'],[4],test
-fJyZgz9uvc,6,6.0,7.0,['banjo'],[4],test
-fJyZgz9uvc,7,7.0,8.0,['banjo'],[4],test
-fJyZgz9uvc,8,8.0,9.0,['banjo'],[4],test
-fJyZgz9uvc,9,9.0,10.0,['banjo'],[4],test
-fKtsaoyzlQ,0,0.0,1.0,"['violin, fiddle']",[28],train
-fKtsaoyzlQ,1,1.0,2.0,"['violin, fiddle']",[28],train
-fKtsaoyzlQ,2,2.0,3.0,"['violin, fiddle']",[28],train
-fKtsaoyzlQ,3,3.0,4.0,"['violin, fiddle']",[28],train
-fKtsaoyzlQ,4,4.0,5.0,"['violin, fiddle']",[28],train
-fKtsaoyzlQ,5,5.0,6.0,"['violin, fiddle']",[28],train
-fKtsaoyzlQ,6,6.0,7.0,"['violin, fiddle']",[28],train
-fKtsaoyzlQ,7,7.0,8.0,"['violin, fiddle']",[28],train
-fKtsaoyzlQ,8,8.0,9.0,"['violin, fiddle']",[28],train
-fKtsaoyzlQ,9,9.0,10.0,"['violin, fiddle']",[28],train
-fLESpwoaCI,0,0.0,1.0,['background'],[3],test
-fLESpwoaCI,1,1.0,2.0,['background'],[3],test
-fLESpwoaCI,2,2.0,3.0,['background'],[3],test
-fLESpwoaCI,3,3.0,4.0,['background'],[3],test
-fLESpwoaCI,4,4.0,5.0,['background'],[3],test
-fLESpwoaCI,5,5.0,6.0,['background'],[3],test
-fLESpwoaCI,6,6.0,7.0,['background'],[3],test
-fLESpwoaCI,7,7.0,8.0,"['male speech, man speaking']",[18],test
-fLESpwoaCI,8,8.0,9.0,"['male speech, man speaking']",[18],test
-fLESpwoaCI,9,9.0,10.0,"['male speech, man speaking']",[18],test
-fU6g_dGmAU,0,0.0,1.0,['truck'],[26],test
-fU6g_dGmAU,1,1.0,2.0,['truck'],[26],test
-fU6g_dGmAU,2,2.0,3.0,['truck'],[26],test
-fU6g_dGmAU,3,3.0,4.0,['truck'],[26],test
-fU6g_dGmAU,4,4.0,5.0,['truck'],[26],test
-fU6g_dGmAU,5,5.0,6.0,['truck'],[26],test
